order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
3359105,103931,4,5,16,11
1190356,85899,8,1,13,17
1118084,68713,12,1,18,3
3332239,162523,48,6,11,0
1710950,27664,14,0,15,28
204911,38132,11,0,18,5
2619312,62569,12,3,19,19
119339,67028,2,5,20,30
3189058,171244,9,3,18,13
3216545,31748,5,0,11,1
314665,201674,2,2,18,4
3272925,41796,6,6,11,30
1529687,21573,11,1,16,4
3044337,167595,10,2,16,7
2034374,100807,11,2,10,13
1991136,102301,36,0,19,6
1625470,196118,4,1,10,5
2229222,60688,15,0,14,21
1895414,65418,8,6,8,5
1216389,186222,1,6,15,
1769159,60706,8,5,8,2
2723762,191832,9,1,16,0
2634035,103291,2,1,22,8
1930201,54817,60,3,7,9
1690102,114747,70,0,9,4
3351368,72709,30,3,7,8
1979136,125705,2,3,12,3
3106065,38462,53,2,19,2
3171920,111550,31,2,9,8
1302062,106559,11,3,11,6
861028,40512,5,1,19,30
828872,17270,8,0,18,6
3332023,105308,4,1,12,7
4200,190529,1,4,22,
616386,180247,2,0,14,8
821921,98469,10,5,12,1
2848426,145012,3,0,9,30
1810578,124937,94,6,10,3
564352,166775,13,4,14,20
401757,194621,13,0,7,27
3279909,409,53,2,9,5
493235,140785,1,3,13,
3313599,50652,21,2,17,2
660093,51713,9,5,12,7
1701776,173837,10,1,10,13
3010142,165233,1,4,10,
1827441,203318,55,2,16,6
3293970,94192,20,2,12,4
2335618,147377,10,1,13,6
1885555,116222,2,3,13,30
1838727,90727,7,5,10,8
287993,103498,1,1,15,
176766,91731,58,6,15,4
981654,198227,3,2,9,12
2787548,12190,14,2,10,6
1939675,152477,32,0,12,5
2184002,140665,74,4,13,3
1501540,126953,1,0,23,
2288341,2546,29,2,8,7
1728422,1742,25,3,20,1
1491224,78573,1,4,8,
2501399,104253,15,2,9,14
872578,110268,7,1,22,30
2964198,2986,10,1,17,4
2089187,94517,10,6,7,5
1188356,77553,10,0,8,20
1669943,161533,11,6,16,11
2964547,119636,8,6,19,4
373173,28649,2,3,10,1
2612483,24020,21,2,9,10
1216712,164881,4,0,20,30
1001701,175950,66,4,15,1
2584126,170284,55,1,12,7
1487676,155197,1,1,16,
2549393,28525,14,2,17,4
2363417,24704,22,2,17,7
2583479,133002,5,0,8,4
1985739,163783,7,2,14,15
597152,203033,12,6,8,5
2573998,74348,13,5,10,8
1396362,3495,1,0,18,
2492462,46457,22,2,13,10
3133601,81248,3,1,17,8
798303,78066,2,0,21,22
2981148,185692,49,3,12,11
702566,194348,1,2,7,
201737,73765,16,1,10,4
206730,89712,3,1,15,13
1666355,34262,20,1,10,5
2812586,14493,31,3,12,5
1689248,172661,37,0,13,4
2571752,119627,23,4,11,3
1827070,127137,8,4,11,7
1870293,97169,14,4,16,13
1869779,3298,30,0,0,6
1313718,14891,39,0,16,2
268916,6482,17,4,12,2
1776164,130211,11,5,14,2
471967,43736,13,3,20,9
853028,182952,9,3,13,3
716796,21436,50,6,0,8
2484283,13116,3,3,17,8
1265425,49268,11,3,16,17
3314051,15783,14,2,10,10
54033,96918,19,4,15,3
3396265,46033,27,6,7,6
982658,115925,41,4,11,3
3228119,99069,16,2,11,1
89097,113736,4,3,19,3
2182315,11821,7,2,19,30
586828,50194,29,1,9,7
1735267,158728,7,6,14,6
939485,60881,14,6,19,12
1158594,174598,11,5,13,10
1559906,13299,6,3,10,7
3160542,163662,20,1,17,8
2336526,16069,6,0,11,30
331289,145947,5,3,20,26
1180954,6624,7,1,8,1
361580,11515,6,6,16,18
2207829,29160,9,5,11,3
408492,118401,13,6,14,0
1018803,169640,11,5,13,19
2702198,180491,43,1,8,2
573785,135019,30,4,9,4
2508510,1527,48,1,9,3
2212761,205444,4,2,12,30
2448322,117939,11,2,8,22
1389322,98025,3,2,10,14
2231159,59744,30,5,21,8
1733011,110485,11,2,9,5
826386,113660,56,3,9,3
168054,177128,31,0,11,14
1071178,9637,5,1,10,15
3256282,19773,5,4,3,19
2064325,143182,15,5,10,7
1681558,169030,30,4,15,10
1305410,646,9,6,16,5
2379462,17047,29,2,20,1
1606957,45358,5,1,9,17
882191,138640,5,2,12,6
2650337,132519,14,3,13,16
2660533,184338,3,4,18,7
2784888,87401,7,0,13,3
1930720,193056,16,0,8,10
1267922,186442,11,0,16,28
3165447,44402,8,5,20,2
618569,65418,10,2,10,5
614815,108333,2,4,9,30
2794752,160599,7,6,23,6
3126135,163954,8,1,15,6
1729542,136406,1,6,11,
2755,105670,12,4,17,20
1186459,42284,11,0,15,10
1681399,106551,4,6,13,19
2639860,112185,3,0,9,5
714496,56325,55,1,16,2
2907140,89057,16,0,12,30
2148717,59797,4,0,11,7
1864117,36556,1,6,21,
2515653,121609,16,4,22,4
2135423,22728,5,1,18,13
1628392,175583,5,3,9,3
2060479,202967,7,5,8,8
288823,135943,3,1,13,9
2989947,182395,1,6,14,
2899775,14868,32,5,9,2
2027192,80463,3,1,13,6
967266,9029,19,1,22,8
1547009,65334,2,3,12,24
3219010,53488,9,5,12,3
963933,98662,10,6,13,20
835177,116908,7,2,16,30
3193076,32540,35,2,9,7
1403928,46332,3,6,8,9
3378483,99887,10,2,13,3
2391175,100453,5,4,11,6
1369487,92964,13,1,10,7
246608,80995,3,2,21,9
979648,137121,10,3,9,6
912352,180075,62,0,11,5
2233171,97526,33,0,23,2
2440613,33686,13,0,16,26
2371320,178713,4,4,13,6
2173791,87063,6,3,22,5
1655709,192176,2,4,10,1
1005860,140021,5,6,14,4
2492490,51182,2,3,18,15
2764249,172253,7,4,17,12
1716033,5514,15,6,9,16
3141890,100489,10,1,18,27
383825,181166,1,6,12,
162062,4030,32,3,14,4
2164069,85571,4,5,18,30
497869,48229,2,4,11,15
2967606,64284,9,4,8,6
953201,120521,24,3,17,10
3114708,68721,6,1,0,11
2822008,50936,8,5,21,7
807457,20743,8,5,11,30
1806983,44403,2,5,15,5
2680551,40275,6,6,18,30
1773209,24281,5,2,7,29
2690268,127220,72,2,9,3
385159,49626,1,3,19,
1185170,160857,19,2,12,7
1181772,145024,9,1,17,7
2806521,178558,58,0,17,4
2671105,141662,7,0,17,12
1257827,42399,23,5,16,13
215217,138289,33,0,17,4
2177546,109119,2,4,16,12
2277606,193171,9,1,20,14
2797898,146058,4,5,12,30
2427543,1473,1,1,19,
2765974,55835,11,1,14,14
2676112,161967,15,6,23,9
2902291,98857,6,5,15,9
1179679,158765,4,1,10,4
888462,21617,20,0,10,3
1318468,184783,3,3,16,17
1668676,59651,12,6,10,12
2416945,83326,53,5,19,1
1713346,20982,5,6,11,30
1844880,160330,12,2,12,11
1134374,155930,4,0,13,8
95386,11808,12,5,12,5
815561,178105,7,2,18,27
2523753,30491,8,2,12,8
1159055,168497,45,5,6,1
2819864,194573,68,3,16,7
503883,137227,10,2,10,1
877014,188682,7,5,11,18
2658623,193481,3,2,14,5
3219038,62376,5,5,13,24
2435479,94800,6,1,12,6
2797040,194605,11,5,10,5
2121764,67298,2,1,13,30
3305879,177306,6,5,17,4
1325843,201073,3,1,9,15
2532239,144041,2,0,12,23
2574795,69974,74,3,19,2
1845879,129652,6,3,9,1
3238475,149981,8,0,20,2
634846,165209,5,0,15,9
558786,104304,43,0,9,6
3305433,35270,8,1,11,3
737109,197715,7,0,16,7
1749684,114103,6,5,19,12
1065326,171236,73,2,21,1
337938,56988,24,3,14,4
2836807,79350,38,0,9,8
34705,280,26,6,20,5
1795348,120240,9,6,20,16
1211765,138163,8,0,7,6
2686691,152929,45,2,14,1
1505080,159330,16,2,13,23
807254,134545,1,6,18,
1228626,83659,48,0,14,5
917580,115618,4,5,3,8
1893655,173132,86,3,9,0
1354966,109118,15,5,8,2
1846821,135668,4,3,21,15
1928714,181022,4,6,10,30
2730158,48582,3,0,12,30
873055,128494,14,4,13,1
131282,73852,1,2,13,
494593,174479,5,4,16,30
1709834,113760,69,6,15,0
727596,187388,14,3,21,2
999235,100244,21,0,17,7
1563755,39424,12,6,9,5
3197996,37879,28,1,7,8
845776,59631,13,1,17,9
2139925,6800,14,2,18,15
2680684,114153,4,3,15,29
2676984,178818,4,4,14,9
2396159,98167,9,2,10,30
3390236,90815,44,2,13,4
1479956,12225,1,3,22,
1024435,95968,6,4,18,2
2012093,4961,3,0,9,19
240924,32667,73,4,21,3
1051085,23280,10,1,19,28
3115616,200141,16,6,16,2
1605600,43543,21,6,15,6
2821070,56496,2,2,15,13
2642391,70998,11,3,14,18
1619089,72688,2,2,12,12
2238423,61221,36,0,16,4
1026372,170217,83,4,16,1
155001,197023,2,5,10,30
3345160,179470,18,5,6,25
3089896,185286,13,1,19,4
3031009,28439,7,2,16,18
494335,159255,25,5,17,18
1386819,94792,17,2,10,6
1141326,160521,14,2,16,12
3147668,88525,13,0,6,5
2658044,185005,13,0,15,10
613793,36682,43,4,18,5
2255738,26834,8,2,9,7
851535,202049,36,6,19,6
950897,57191,4,6,11,5
780551,21313,10,4,7,3
2469360,21269,21,1,11,2
2874413,142028,41,5,7,4
3292098,40377,28,5,16,0
2447567,97240,10,2,13,9
2405761,3981,7,6,19,13
3241456,199967,12,2,8,3
2255278,48741,1,0,10,
1399243,141257,21,0,17,8
3184100,53345,6,2,18,21
38488,185874,2,6,20,30
2943100,151843,43,6,18,4
1407458,172953,5,3,17,2
2549296,202723,6,5,8,8
1376296,53387,9,6,11,30
960083,173287,7,4,14,30
733008,149869,36,1,8,8
992661,184925,1,0,17,
3388921,48624,1,4,7,
715207,178806,2,2,12,22
404697,52276,3,1,14,28
273716,130782,5,0,16,30
1928194,134230,3,6,10,12
1281358,115750,23,0,17,10
297476,38397,6,2,13,8
167141,193988,4,1,0,7
2995530,100720,20,5,16,5
2474348,88781,8,4,14,17
2449133,16035,90,1,14,3
787367,118650,13,1,13,7
845388,54244,3,3,16,14
797551,47274,39,5,19,10
2295233,196541,2,1,17,7
77437,187163,19,1,9,7
2713886,71498,16,5,16,4
2298847,76314,30,0,14,14
857780,35269,59,3,15,6
3319620,199444,2,2,20,30
737943,87570,4,3,13,30
209810,126598,6,3,21,14
1638032,126817,19,2,18,7
1121085,90510,98,3,0,2
3017987,192252,38,1,7,3
590532,140496,20,2,20,14
107532,147169,1,1,11,
1343502,71049,55,1,11,0
1464358,125861,3,2,18,30
2330851,7384,6,0,12,23
3183163,128851,23,1,9,7
1458757,67657,27,0,9,4
3215612,72616,2,3,12,30
2275398,74547,22,5,12,4
2275590,11122,28,0,14,5
2325273,128074,1,2,18,
381092,7120,98,3,8,2
1328041,109082,7,3,9,6
240663,35626,16,6,10,6
75189,48690,4,2,15,30
2370792,204604,2,0,14,10
3378606,175047,8,1,15,19
3018744,31708,2,0,20,4
2448692,153226,27,2,9,5
1366421,104157,1,1,10,
2916057,110452,3,5,15,4
1714463,37710,6,2,12,30
154839,170588,47,1,18,1
1513706,171680,36,6,13,7
2776194,202394,64,6,16,4
3056562,71033,9,1,8,30
3275608,199207,4,5,16,16
1652224,91765,5,2,13,12
3390398,156467,11,5,22,5
3374575,41594,15,4,12,23
919561,117548,2,0,18,11
3046321,71838,13,0,20,30
866178,200175,15,3,21,12
1429943,87483,6,6,15,23
1486875,181791,28,6,19,13
3157219,195822,72,4,14,3
3151860,124211,2,3,13,30
2881106,63744,17,0,6,17
770980,35327,3,1,10,24
1174837,72421,19,0,15,7
961560,200975,3,1,17,12
85328,64099,12,3,13,10
446503,180231,53,1,20,3
225062,4177,27,3,16,5
1831818,136440,13,6,12,29
534629,204946,20,5,9,30
826907,76478,1,5,6,
1891686,102256,27,5,15,2
2498464,4113,3,1,4,8
3166957,142705,14,6,16,10
965341,66602,2,6,14,20
3092595,107646,2,1,15,30
2086704,84906,2,1,18,8
2775288,35620,10,0,10,30
637576,37473,2,2,10,6
587290,72958,11,2,17,3
2949120,188793,46,1,14,8
2994510,136799,10,4,18,7
2528150,82776,1,2,12,
1243407,30194,11,4,10,11
1732166,20659,65,1,10,10
628236,55189,11,3,19,6
1555939,191067,1,2,15,
768363,142044,6,6,19,13
3136434,11665,11,1,21,5
2527314,195624,13,0,15,7
2641682,10708,7,2,9,8
3162143,157991,5,1,9,7
3286149,41234,4,5,22,13
1117172,93239,5,0,14,22
1605198,166886,13,0,14,14
2187154,49635,4,5,19,6
1114372,43543,11,6,13,6
2503232,151137,35,2,18,1
642838,200489,21,6,23,30
2737436,100012,17,1,9,7
287079,52597,5,5,16,1
384572,47331,23,0,9,4
446298,204180,5,0,11,8
1548407,59819,22,5,9,2
2134982,154963,2,2,9,30
2078763,198805,8,1,9,14
1313097,109669,9,0,15,2
559218,62019,48,0,9,30
2788692,198165,65,2,10,14
1697602,58005,27,2,9,7
2106211,77673,13,3,20,2
1162325,65807,1,5,11,
2484851,196912,32,3,9,5
122135,182217,33,1,6,3
1100738,160062,7,0,12,30
767885,68731,8,3,13,5
1522323,176957,5,5,12,5
2682028,100247,39,6,17,9
1306259,57163,4,6,14,30
1441113,166406,19,5,11,7
1922501,2935,1,5,12,
2115750,204307,1,0,14,
2279132,146613,31,5,9,7
868153,60170,10,6,11,5
2413684,190593,11,0,14,9
2658674,119328,8,6,9,19
220324,175490,57,4,15,3
3004328,41907,4,4,9,6
945476,61207,6,5,18,0
2809277,149376,5,2,10,19
712335,195424,1,6,13,
2674770,141598,5,5,16,30
1112955,143994,29,5,10,8
2903768,151371,25,1,15,7
673429,86712,1,1,9,
2616421,180758,4,3,17,7
790265,54088,2,5,11,14
2311541,110142,11,6,19,0
611386,93349,11,6,18,24
2874165,100468,3,3,18,10
1162496,65819,21,5,16,8
884642,113414,2,5,1,10
933702,50910,19,3,10,18
2021991,179529,66,5,13,4
1901598,5189,6,0,21,6
3158145,147980,16,2,16,4
2952823,114319,6,4,17,2
3162458,195776,1,5,3,
1479214,104981,17,1,22,22
2038656,148695,54,2,11,8
2353152,35248,3,4,23,12
1703112,83243,6,1,17,10
281091,7751,14,2,21,0
430582,121643,4,0,14,7
357382,32157,18,5,13,4
406164,20168,1,5,13,
126884,48292,79,2,8,15
2625681,194191,19,4,11,21
3195858,60750,13,3,10,1
891055,32084,32,4,15,4
1564051,183894,18,6,6,14
658165,153935,2,2,8,27
1084428,23638,4,0,7,30
2173409,16281,7,1,16,6
2679911,103433,28,1,16,2
1944674,80790,11,4,15,13
1270521,64667,10,1,12,3
626009,103770,7,0,10,7
904434,51213,15,5,14,7
2410794,141919,7,3,12,12
2581231,58937,5,2,13,22
1201749,50458,38,6,7,14
2891093,3373,4,6,21,7
1045329,173326,1,6,13,
778437,23318,2,2,10,13
1510812,151311,36,0,11,3
1505660,163656,21,6,9,6
811625,154433,15,5,11,7
2004392,102987,23,6,18,3
2588097,191106,13,3,7,3
1227402,45540,28,0,8,5
2574031,193557,50,3,14,3
3167225,87383,6,4,19,5
1887641,14231,23,6,11,16
1049761,143996,9,5,17,5
1381837,52853,5,6,13,1
930549,43654,7,1,21,4
2041520,150251,3,0,13,30
3229491,136190,8,0,14,6
1494542,88352,11,2,21,25
593406,98365,15,4,13,14
3067816,171771,44,4,17,4
1369140,144893,21,1,14,8
83232,16174,7,1,10,14
2766951,108566,45,4,16,9
478997,103270,18,0,16,5
2440693,147412,3,3,11,24
1073312,161348,4,1,14,11
2956385,62834,29,2,15,14
661390,141528,4,1,12,18
3382814,69922,2,2,16,5
1910394,43555,25,2,10,3
478172,167351,3,2,7,6
1899870,147856,4,5,16,7
1982090,159620,35,4,16,2
1254278,67105,9,3,19,1
1836554,9524,16,2,12,5
921002,169372,15,5,14,30
2918654,205028,12,0,18,21
241688,53397,5,0,5,30
1895146,43058,12,4,9,6
88280,69896,7,6,13,2
320755,21947,1,3,14,
3192728,49773,1,4,13,
1207200,195175,11,4,11,7
348244,190995,3,6,10,13
1356905,205244,6,1,13,5
228779,93901,20,1,9,7
1838741,58545,24,0,8,4
908817,78051,17,4,12,0
3019498,17384,18,0,23,5
551937,62222,6,1,2,7
1650258,168528,15,4,11,7
593202,65866,3,5,20,7
1900065,50747,17,6,8,10
679701,190777,39,2,13,17
2600035,189985,3,0,16,11
2886956,113340,11,1,16,2
386905,162722,47,6,7,1
3138826,200539,4,5,22,8
1526674,68397,19,3,13,2
3089356,18108,3,6,13,19
1062612,16583,19,6,17,4
2355462,71601,2,0,12,7
3346425,20477,5,1,11,7
2891979,31901,2,1,9,12
114831,145044,16,5,18,24
496257,50169,1,5,19,
2766536,163477,1,3,11,
2646518,31748,9,5,17,11
2335673,188528,9,1,13,12
3323485,1840,3,6,23,28
1737993,95201,33,0,10,8
2009839,48259,2,4,19,5
932146,97173,9,2,13,30
297911,27478,41,1,7,6
2346171,205752,18,4,18,8
2261197,22337,32,1,8,4
1970037,132678,33,3,17,2
3322034,153879,4,1,8,19
1103845,6647,8,4,11,4
724369,204976,22,5,21,2
2153224,152230,26,4,10,8
2485556,33924,2,0,14,15
1218349,52907,23,5,16,13
2939877,67202,13,6,10,5
2215577,20781,2,6,18,30
269437,148440,2,0,16,30
3380122,113450,2,0,9,14
3347922,130082,41,0,12,7
2524051,56993,1,0,1,
238550,67385,2,1,14,11
1536075,99300,27,4,14,6
1300467,117503,13,0,12,30
255214,102222,7,2,6,8
1043348,201531,2,3,13,30
2122803,198433,3,5,15,30
3352252,167149,13,6,13,30
1778025,90932,43,1,14,5
44367,55542,30,2,11,6
3175573,880,38,1,17,1
284014,44767,4,1,9,16
2174695,152877,33,5,18,4
2054262,142243,6,0,14,16
2397705,39848,2,6,14,1
2171922,26395,18,5,17,3
1734180,91160,43,1,17,2
1514948,105329,1,1,7,
1234751,93024,7,6,18,10
756801,5191,95,6,13,3
553748,62551,1,1,13,
1420951,156059,21,1,19,13
2338860,187508,22,1,10,3
238018,187856,4,0,15,30
2303749,63044,15,4,21,12
2225040,61287,17,5,8,10
2179643,29386,54,2,11,8
194896,47012,7,3,16,10
2628224,96098,20,0,13,5
1048559,130369,26,5,18,13
1823968,161727,7,1,23,17
2622793,48847,2,5,14,7
2624204,40274,15,6,10,11
1882212,29672,38,1,9,5
1550496,34416,54,2,15,4
2632203,41067,26,3,9,2
3286385,94786,52,0,8,20
2016931,154429,21,0,16,0
2352619,131597,5,6,13,30
2842764,199667,1,6,7,
1854349,115062,3,0,11,13
3404179,17759,3,4,21,2
1730939,82944,7,2,14,13
254146,118350,49,2,9,5
2425552,143387,3,3,16,29
2437820,127839,3,1,13,6
1028151,17981,79,0,10,2
1440029,54538,36,0,15,8
1601122,86519,3,6,11,30
681072,56214,6,4,18,3
1734268,145599,82,2,22,4
2245285,40253,3,6,16,3
611686,199980,61,3,9,5
395506,164918,34,2,14,2
102146,37134,14,6,14,2
1716592,94447,5,0,8,6
1681009,38720,19,4,19,2
2116039,115935,14,2,14,15
1409656,5068,6,2,14,24
190232,163445,12,0,16,6
1543152,129021,40,0,9,7
20140,119362,8,2,15,27
1534547,1178,11,5,16,30
187344,203566,18,0,17,16
770809,32349,40,2,13,1
899794,187170,4,3,13,8
321928,60003,21,0,22,5
729950,185064,24,2,10,4
703577,38017,17,0,7,1
2720254,8805,18,5,15,3
13853,31127,21,4,0,4
1966286,15371,5,0,10,30
3295798,20334,6,6,10,11
3177581,32034,12,3,17,3
2779225,46272,63,0,20,1
2559877,136419,6,6,11,11
966290,95648,55,3,13,7
887269,197853,5,3,12,6
1504852,172034,41,6,9,3
54524,24093,1,0,15,
442933,204967,11,3,9,4
2661167,105885,8,4,22,3
2324016,19956,17,5,18,2
3130159,50557,2,1,15,30
916398,138092,5,5,11,3
140808,27095,6,6,12,19
2289298,42725,42,3,12,10
3289977,112870,13,1,10,20
1213522,23785,12,4,21,24
2773010,62205,61,3,8,6
627775,159124,2,3,12,7
342964,28922,21,3,18,13
78745,45695,2,3,21,30
1201813,32297,4,5,11,30
2927262,181416,29,4,13,2
2332023,2597,5,3,18,3
1644409,200821,17,0,15,30
1725526,97792,3,1,16,17
3218505,97207,4,1,17,6
383087,84364,3,4,9,10
555542,91980,13,5,9,22
2178376,150229,9,4,13,30
358108,39317,16,6,10,8
2662356,100496,9,2,20,1
1608839,85398,24,0,21,11
2815712,31760,1,2,9,
2605909,155253,3,4,11,12
3228556,184557,27,2,19,2
2257964,11258,23,5,18,3
2315172,27588,30,0,14,1
2802597,22583,4,5,11,20
45549,189847,3,2,13,1
1958671,2476,2,6,15,6
3137557,104469,6,1,17,30
2329500,40627,30,3,16,6
209352,161563,25,0,22,4
164766,124226,17,0,6,7
1617647,22520,56,6,10,13
1558985,129979,16,1,12,14
1270624,64455,23,5,15,19
208353,146749,41,1,16,4
2557277,37398,12,2,16,12
1501688,144756,9,1,11,4
437772,100787,93,4,10,0
166604,38914,18,0,14,2
1818388,88384,3,1,21,4
2902821,112682,15,6,19,2
2171413,189029,4,3,10,8
1581266,124005,35,4,14,18
1922450,189129,5,1,13,5
2234945,49421,1,0,16,
790733,4363,59,3,14,3
839116,24625,4,6,10,11
2743269,62340,62,1,10,7
838444,150917,11,0,8,18
1171003,184773,16,0,14,30
134180,19174,27,3,17,3
1668104,151470,10,3,15,3
2951797,150386,23,1,14,17
3161490,70290,16,1,9,7
829524,35583,27,6,11,0
3323245,87923,4,0,16,30
999827,123593,2,3,12,7
2136983,3905,24,6,7,8
1232255,12587,71,5,9,2
1374967,11783,4,0,21,0
1836269,8364,22,4,21,6
341289,88684,11,0,0,3
2579972,129256,2,6,12,8
2622821,139901,44,1,8,4
39334,199001,3,0,12,28
1992473,86586,20,2,14,9
578732,95472,42,5,9,3
1111387,180745,20,6,11,14
142658,29204,3,3,14,7
902848,163254,40,6,18,6
3190704,186991,5,1,10,6
180124,85487,2,0,16,7
2685985,22520,2,4,10,4
2838531,175307,4,0,13,12
112828,196562,22,0,17,6
1065263,17234,2,0,13,30
1531107,106180,9,6,13,11
1938860,48310,5,6,9,10
1026142,108748,14,6,12,16
1903982,34262,1,0,10,
2001465,72465,31,0,10,6
1013697,74739,5,1,11,5
1411700,56646,10,0,22,6
1303654,44329,58,1,10,3
970634,73496,23,2,18,8
117335,40745,2,3,19,2
9161,70247,31,2,18,8
1233209,172254,9,5,10,7
956560,32676,12,2,10,7
3320077,132002,4,2,9,5
3186777,27159,7,3,10,1
781003,103582,19,1,15,21
2839468,10382,10,0,20,14
1185795,202348,3,6,16,30
790181,2413,19,2,15,12
373122,62167,2,0,19,7
2421719,3236,5,4,8,13
1370492,192218,48,0,11,7
1865938,180031,9,2,13,30
1091703,166655,30,2,14,6
545961,112700,10,4,15,30
3309574,59890,17,0,13,6
1198455,119434,50,4,14,2
16041,4344,7,0,13,8
1710939,93759,14,0,16,7
1090423,113947,12,6,15,10
3159114,2157,35,4,14,8
3231299,199913,43,1,9,30
1195997,46970,2,4,19,25
1813914,130668,18,1,12,6
2483886,94769,30,1,10,4
1423903,76397,4,6,9,11
2054148,142723,24,3,9,8
1004138,33006,43,1,13,4
2340513,49125,27,1,15,5
1158156,184352,27,5,16,7
1490630,136794,1,2,7,
1812140,28499,11,0,17,6
845198,174283,8,1,8,9
224857,165201,39,1,12,11
1917238,22742,30,3,11,5
3231312,186380,18,6,12,7
2370865,172644,1,6,16,
2375612,149158,12,2,16,4
3189384,21421,81,5,15,1
3096528,145356,8,5,18,14
1275189,69433,2,5,14,0
2319823,5377,37,5,10,8
2895000,117997,26,3,8,10
2677892,196415,8,0,14,11
1535858,165698,13,4,16,22
1891969,151496,3,3,15,12
2607295,72916,7,2,9,2
1762038,144166,2,1,12,30
3050830,158188,7,1,12,6
1611905,168621,2,2,9,6
214532,2616,9,1,15,12
3121687,63586,23,1,10,5
469035,22362,18,0,8,15
2988522,129281,5,3,16,15
2983901,76905,34,2,14,1
1600524,13371,9,0,11,25
3211494,112273,5,2,16,21
3403689,189160,14,5,14,8
3130848,191928,2,6,12,7
3378671,176195,28,3,8,1
2980967,33481,41,0,18,5
1705360,40877,9,4,15,30
1004513,91405,5,1,9,14
2816164,118132,38,4,16,5
3384914,198383,24,4,16,6
2037876,88759,4,0,13,7
2403611,97760,6,0,13,30
485100,92371,3,4,9,3
1422070,196716,30,4,19,3
2939525,116307,28,6,12,7
260579,83940,33,0,15,4
1335648,98325,5,6,7,30
818100,56343,1,4,10,
813989,17997,13,3,9,1
330486,182061,4,1,14,6
1227031,124011,15,3,14,16
642848,106826,33,2,13,2
1537439,60082,52,4,19,13
2016061,8746,55,4,14,5
437800,182630,5,0,16,0
1763873,158798,10,5,16,30
885550,120045,21,6,11,7
2542835,86000,10,2,17,14
795507,150581,1,0,15,
350809,161123,20,4,6,6
3379467,20611,45,1,10,8
2053258,177476,12,4,11,2
1663611,35167,8,0,12,7
2881001,94560,1,3,13,
2933868,76413,1,5,12,
2348048,162472,6,1,9,3
2875845,80,3,0,16,12
1892638,19719,5,6,17,13
961076,7520,9,2,12,7
941230,44128,7,6,19,30
2781745,58259,3,3,17,21
936805,113506,4,2,13,16
634366,12260,8,4,9,7
643634,196387,15,4,13,29
2935310,139316,9,4,16,30
2548413,88008,73,2,11,7
3306102,147291,42,2,14,5
2505061,25636,11,0,13,2
2349725,48620,45,5,18,5
638100,178664,5,6,16,19
3393738,67798,77,5,17,2
1397713,141729,2,6,10,30
2455126,35404,7,1,19,3
167689,30983,33,4,10,2
1003723,179163,13,6,8,4
2964858,157459,27,3,23,5
1415089,40998,14,2,16,6
272853,80020,1,3,11,
1596272,180280,3,2,18,10
1662888,190661,9,4,8,0
1467059,193511,14,6,12,6
3355911,106142,56,5,13,5
2638167,142174,10,4,17,23
2636095,104601,29,4,17,12
3194650,85961,4,4,18,30
2647688,79001,11,6,18,8
1250366,115608,2,2,16,1
2270952,55587,13,3,19,3
1733334,187633,4,3,15,30
3321915,16829,1,3,8,
1109879,20535,36,1,10,7
374938,84301,52,4,8,3
1877854,184827,3,0,11,21
3345523,65350,32,5,13,7
2239677,65463,12,0,11,30
2975167,151762,8,1,19,25
1520739,34117,60,2,14,5
1462194,131329,45,1,21,30
3219990,96695,1,6,14,
744184,66937,21,4,14,3
1068984,49211,19,0,12,7
2376889,55108,37,5,19,8
3332151,131792,49,3,14,5
646660,98715,2,4,22,14
442291,111276,6,0,9,26
2387612,75088,6,0,9,5
545443,103303,1,6,12,
253325,93343,34,1,22,7
736496,181204,11,1,15,0
1870127,181847,4,4,15,30
1628050,82372,4,3,18,3
1143011,124375,19,1,12,8
2687389,199928,44,4,15,6
265606,186792,63,1,13,3
2679954,190416,52,3,10,3
1953128,73633,1,0,12,
2322140,128347,53,3,11,4
2088966,86428,28,6,8,4
2852916,195168,16,1,11,7
464532,35311,27,0,15,5
633868,102057,8,2,11,7
1623903,66676,7,2,18,9
3146440,104416,7,1,14,18
3298015,120750,13,4,13,2
3244702,52588,39,4,9,3
510018,141353,13,5,9,17
922184,41263,5,2,12,15
1363805,37127,24,4,18,2
478386,30237,2,5,11,11
1040216,115590,36,0,10,7
126432,31768,7,4,14,7
1743373,194501,8,4,14,4
1022664,102650,6,4,22,7
914231,99875,7,3,8,17
1324387,2010,10,1,17,6
1286234,61940,29,6,12,6
1750180,155475,6,5,1,11
2957438,86909,22,2,11,5
2293141,151505,6,2,17,0
3175041,19066,6,3,6,12
3365014,144914,20,1,10,18
2067566,11862,12,1,11,1
17399,205647,72,4,14,2
2322289,201148,3,2,18,30
2708410,205888,14,1,17,13
1169588,47564,9,6,11,7
1838138,73310,29,1,11,3
2433417,10920,6,4,20,14
1153004,31983,34,1,10,7
2322716,199781,35,0,9,8
2070627,144311,1,2,7,
2445093,198978,5,3,15,30
297808,49318,2,6,15,4
1933124,101737,15,5,18,2
794003,59569,5,0,7,12
995946,112920,3,2,11,30
751134,191466,16,0,13,5
1003018,47252,18,5,15,4
633169,3596,9,2,22,29
65859,177485,16,3,14,1
779398,6721,23,0,14,4
1658617,79712,15,1,16,14
313406,175333,21,6,19,17
