order_id,product_id,add_to_cart_order,reordered
1729169,40706,3,1
1773209,40706,11,1
1788693,40706,13,1
1812140,40706,10,1
1870293,40706,10,1
1959814,40706,16,0
2012958,40706,7,1
2027192,40706,12,1
2038656,40706,6,1
2046351,40706,4,0
2083989,40706,10,1
2088966,40706,5,1
2106355,40706,12,0
2125158,40706,4,1
2151808,40706,10,0
2181498,40706,3,1
2219830,40706,4,0
2293540,40706,4,1
2297430,40706,10,1
2355462,40706,9,0
2359059,40706,6,1
2447567,40706,4,1
2487588,40706,1,1
2508510,40706,1,1
2514510,40706,6,0
2523753,40706,1,1
2580467,40706,2,1
2658044,40706,7,0
2671822,40706,4,1
2685985,40706,7,0
2722695,40706,1,0
2753454,40706,6,0
2797040,40706,10,1
2800852,40706,9,1
2819876,40706,8,1
2824702,40706,5,1
2836807,40706,14,1
2860013,40706,5,1
2866254,40706,4,1
2902615,40706,20,1
2914409,40706,16,1
2995616,40706,6,1
3029760,40706,12,1
3061340,40706,6,0
3175573,40706,9,1
3237179,40706,7,1
3242938,40706,11,1
3248289,40706,26,1
3254776,40706,14,1
3264900,40706,9,0
3283944,40706,7,1
3295820,40706,12,0
3351368,40706,12,1
3353727,40706,9,1
3379952,40706,11,1
24905,38777,21,1
150567,38777,6,1
208718,38777,26,0
261411,38777,2,0
704084,38777,12,1
712300,38777,10,0
936877,38777,20,1
1265913,38777,6,1
1346141,38777,3,1
1465094,38777,7,1
1520739,38777,6,1
1548566,38777,8,1
1560150,38777,11,0
1716033,38777,3,1
1812140,38777,5,1
1907407,38777,2,1
1927950,38777,9,1
1943952,38777,5,1
1967537,38777,18,0
2133614,38777,13,0
2161057,38777,4,1
2210081,38777,6,1
2217541,38777,7,1
2248816,38777,5,1
2307717,38777,17,0
2395508,38777,29,1
2406209,38777,3,1
2447567,38777,6,0
2464189,38777,17,1
2493331,38777,42,0
2779956,38777,15,0
2819876,38777,1,1
2837972,38777,2,1
2856532,38777,5,1
3127359,38777,1,1
3136434,38777,14,1
6181,44910,17,0
54524,44910,4,0
65152,44910,3,1
69772,44910,6,1
143310,44910,10,1
148549,44910,4,1
154839,44910,2,1
322430,44910,3,1
462800,44910,5,1
518371,44910,4,1
713893,44910,10,1
738939,44910,4,1
912155,44910,7,1
941440,44910,9,0
1133963,44910,1,1
1180256,44910,5,0
1334872,44910,4,1
1367909,44910,6,1
1761400,44910,1,0
1928714,44910,6,0
1974066,44910,14,1
2257194,44910,2,0
2393782,44910,8,1
2701053,44910,7,0
3041062,44910,2,1
3042779,44910,1,1
3072723,44910,33,1
3118416,44910,20,1
3227207,44910,7,1
3379467,44910,11,1
3392353,44910,11,1
77926,37766,3,1
136867,37766,19,0
517637,37766,14,1
736496,37766,5,1
797551,37766,1,1
855223,37766,3,0
930549,37766,2,1
1514948,37766,21,0
1772786,37766,9,0
1808479,37766,1,0
2085764,37766,10,1
2153224,37766,7,0
2407182,37766,2,1
2425071,37766,15,0
2466149,37766,5,0
2503960,37766,11,1
2650337,37766,9,1
3009850,37766,11,1
3212588,37766,4,0
3414278,37766,6,0
46179,11140,25,1
378854,11140,7,1
395248,11140,18,0
572799,11140,7,0
798821,11140,4,1
799908,11140,3,1
926193,11140,10,0
936010,11140,3,1
977003,11140,7,1
1096988,11140,1,1
1658476,11140,16,1
2324414,11140,8,1
2416945,11140,15,1
2435479,11140,6,1
2864438,11140,2,1
3256282,11140,3,1
8515,21616,3,0
103457,21616,6,1
118487,21616,2,0
201419,21616,9,1
211498,21616,8,1
260579,21616,4,1
288823,21616,9,0
302013,21616,8,1
384685,21616,3,1
472016,21616,16,1
493235,21616,21,0
494723,21616,6,1
507421,21616,13,1
533165,21616,14,1
541402,21616,9,1
553925,21616,12,1
637576,21616,8,0
649273,21616,15,1
695106,21616,1,1
723013,21616,12,0
755874,21616,9,1
780551,21616,5,1
791445,21616,13,1
798303,21616,22,0
834420,21616,2,0
867893,21616,4,0
921287,21616,16,1
947542,21616,19,0
979648,21616,9,1
982658,21616,5,1
1005011,21616,15,1
1009096,21616,8,0
1040216,21616,14,1
1051793,21616,12,1
1071218,21616,5,1
1153178,21616,6,1
1167992,21616,21,1
1204794,21616,5,1
1273407,21616,1,0
1288632,21616,17,1
1290735,21616,14,1
1339139,21616,10,1
1404317,21616,10,1
1420951,21616,4,0
1431885,21616,29,1
1515961,21616,16,0
1609755,21616,6,0
1648457,21616,5,0
1659812,21616,12,0
1668676,21616,9,1
1685439,21616,3,1
1730939,21616,7,1
1731232,21616,20,1
1734268,21616,7,1
1751848,21616,15,1
1794471,21616,3,0
1938379,21616,9,0
1946932,21616,2,0
1948366,21616,4,0
2078763,21616,25,0
2098045,21616,11,1
2145545,21616,16,0
2225040,21616,8,1
2229222,21616,8,1
2279740,21616,2,1
2304699,21616,6,1
2346171,21616,4,1
2364495,21616,7,1
2387612,21616,5,1
2492462,21616,4,1
2498464,21616,18,1
2573998,21616,21,1
2671822,21616,28,1
2685985,21616,5,0
2699504,21616,8,0
2710611,21616,1,1
2737991,21616,2,1
2743269,21616,6,1
2904699,21616,5,1
2906652,21616,3,1
2907476,21616,7,1
2925328,21616,3,1
2954767,21616,5,1
3072723,21616,11,1
3108519,21616,3,1
3123370,21616,6,1
3176087,21616,5,0
3178167,21616,8,1
3203032,21616,6,1
3227207,21616,9,0
3306102,21616,16,1
3351368,21616,15,1
164336,33357,8,1
3365014,33357,21,1
265606,43014,7,1
638100,43014,8,1
1399243,43014,3,1
1466177,43014,3,1
2629242,43014,9,0
2847898,43014,7,1
3332151,43014,5,1
637932,4945,6,1
1424273,4945,10,0
2148703,4945,7,0
2464979,4945,2,1
2716430,4945,12,1
3363907,4945,6,1
1003523,40338,13,1
1185170,40338,3,0
1337729,40338,19,1
1656354,40338,2,1
3396025,40338,6,1
9594,43961,8,1
12890,43961,23,0
85328,43961,4,1
92632,43961,6,1
101963,43961,1,1
136867,43961,11,1
164766,43961,27,1
200949,43961,8,0
334668,43961,4,1
375919,43961,8,1
462800,43961,10,1
527418,43961,4,0
531862,43961,17,0
600940,43961,5,1
642838,43961,20,1
701032,43961,8,0
707816,43961,5,0
742815,43961,11,0
750497,43961,21,1
818100,43961,10,0
839116,43961,14,1
862927,43961,1,0
891762,43961,15,0
902848,43961,11,1
921002,43961,1,0
961810,43961,4,0
977352,43961,18,0
1043348,43961,8,0
1060569,43961,11,1
1062612,43961,8,1
1084428,43961,16,0
1092278,43961,15,1
1238383,43961,3,1
1265425,43961,5,1
1307175,43961,16,1
1424273,43961,8,0
1705711,43961,13,1
1720287,43961,2,1
1915145,43961,7,1
1926675,43961,7,1
1947607,43961,3,0
1964347,43961,3,0
1969376,43961,5,1
1970891,43961,4,1
1980795,43961,5,1
2020540,43961,5,0
2195091,43961,8,1
2240037,43961,2,1
2249765,43961,3,1
2297683,43961,9,0
2298847,43961,18,1
2318714,43961,9,0
2352619,43961,10,1
2387612,43961,10,0
2405252,43961,13,1
2464189,43961,12,1
2573998,43961,22,1
2639462,43961,5,1
2646035,43961,3,0
2722695,43961,39,0
2792243,43961,2,1
2834104,43961,10,1
2932315,43961,3,0
2963789,43961,6,1
3020259,43961,6,1
3075358,43961,13,1
3171920,43961,1,1
3190704,43961,10,0
3214572,43961,13,1
3275724,43961,5,1
3313599,43961,5,1
3322471,43961,8,0
3345160,43961,6,1
3399208,43961,3,1
93333,25230,26,1
287252,25230,9,1
857780,25230,16,0
1082592,25230,8,1
2975970,25230,4,0
3365152,25230,21,1
3402368,25230,2,1
1213522,1408,3,1
1280835,1408,1,0
1851829,1408,9,1
1946932,1408,3,0
1966286,1408,14,0
2038458,1408,2,0
2554033,1408,17,1
3305433,1408,30,1
1213522,16570,9,1
2116825,16570,39,1
3298040,16570,4,1
289030,24830,3,1
497124,24830,11,0
564962,24830,4,1
637576,24830,2,1
899794,24830,19,1
1111269,24830,19,1
1351246,24830,6,1
1400365,24830,5,0
1402529,24830,12,1
1548566,24830,11,1
1679356,24830,10,1
1697602,24830,25,0
1741124,24830,2,1
1912680,24830,7,1
1930720,24830,7,1
1990929,24830,1,0
2038458,24830,1,0
2095745,24830,5,1
2237001,24830,1,1
2250871,24830,4,1
2277955,24830,15,0
2355462,24830,2,0
2406209,24830,11,1
2656092,24830,16,1
2722695,24830,2,1
2793360,24830,3,1
2860013,24830,18,0
3009115,24830,14,0
3053691,24830,18,0
3188647,24830,8,0
2579972,48657,11,0
147843,48205,7,0
159697,48205,6,1
200565,48205,17,0
662540,48205,4,0
878316,48205,4,1
1086633,48205,1,1
1172190,48205,4,0
1302947,48205,10,1
1307175,48205,10,1
1351246,48205,7,1
1552771,48205,3,1
1578037,48205,18,0
1663319,48205,9,0
1721011,48205,4,0
1792296,48205,13,0
2117370,48205,9,0
2146586,48205,11,1
2154927,48205,1,1
2249776,48205,9,1
2607295,48205,2,1
2766536,48205,7,0
3167087,48205,15,0
3209839,48205,11,1
3220218,48205,6,1
3316192,48205,20,1
3417499,48205,5,1
2792610,18644,6,1
140808,21174,3,1
253680,21174,34,0
352309,21174,11,0
841603,21174,22,1
873055,21174,3,0
1022664,21174,10,0
1131425,21174,4,1
1396876,21174,13,1
1674301,21174,9,1
1773253,21174,20,0
2219029,21174,3,1
2316232,21174,6,1
2535056,21174,5,1
2543121,21174,5,0
2643433,21174,7,0
2658674,21174,26,0
3008268,21174,8,0
3187571,21174,9,0
2164874,43513,2,0
88280,36070,4,1
374795,36070,5,0
1216288,36070,18,0
1504016,36070,4,0
1795681,36070,7,1
1936095,36070,4,0
2139925,36070,15,1
2149845,36070,4,1
2794752,36070,2,1
2941989,36070,4,1
3114708,36070,1,1
119146,46069,9,1
140808,46069,1,1
252470,46069,17,1
400276,46069,19,0
563038,46069,14,0
969595,46069,6,1
988160,46069,11,1
1077521,46069,6,1
1115688,46069,6,1
1398076,46069,1,1
1959949,46069,7,0
2288502,46069,6,0
2313149,46069,6,0
2968612,46069,4,1
3025359,46069,2,1
3187571,46069,10,0
3224973,46069,5,1
126884,32689,17,1
310452,32689,9,0
356422,32689,3,0
411299,32689,5,1
436250,32689,14,0
485024,32689,2,0
505191,32689,10,1
528657,32689,10,0
921287,32689,19,1
987730,32689,21,0
1100738,32689,2,1
1123848,32689,2,0
1158604,32689,3,1
1171266,32689,4,0
1198602,32689,1,1
1401239,32689,1,0
1412797,32689,9,0
1428468,32689,13,1
1554242,32689,1,1
1599233,32689,26,1
1779730,32689,2,1
1827070,32689,10,1
1887641,32689,12,1
1930720,32689,36,1
2083989,32689,3,1
2088966,32689,2,1
2128890,32689,9,1
2190866,32689,5,1
2213059,32689,3,1
2219886,32689,9,1
2323015,32689,6,0
2345740,32689,2,0
2524940,32689,5,1
2581231,32689,2,1
2802373,32689,4,0
2834373,32689,1,1
2881106,32689,4,1
2943100,32689,8,0
2998330,32689,1,0
3176087,32689,3,0
3209783,32689,3,1
3305094,32689,2,0
3320077,32689,11,1
3347922,32689,11,1
58363,11777,3,1
253680,11777,8,0
273582,11777,3,1
306199,11777,12,1
604356,11777,8,0
781003,11777,2,1
793295,11777,9,0
837202,11777,11,1
851535,11777,12,0
860928,11777,12,1
882965,11777,5,1
970501,11777,5,1
1059248,11777,12,1
1566877,11777,4,0
1634878,11777,5,1
1673281,11777,3,1
1800931,11777,4,1
1823968,11777,23,0
2020682,11777,11,1
2088715,11777,6,1
2125158,11777,1,1
2164463,11777,4,1
2240155,11777,2,1
2297430,11777,6,1
2349282,11777,4,0
2573215,11777,2,1
2577151,11777,19,1
2648732,11777,3,1
2664106,11777,3,1
2671351,11777,15,1
2719300,11777,16,1
2806916,11777,9,1
2939877,11777,4,1
3044337,11777,4,1
3167225,11777,2,1
3214884,11777,14,0
3345160,11777,4,1
483477,40311,7,0
1569899,40311,2,1
238550,33352,14,0
1096556,33352,13,1
1143011,33352,12,1
1190656,33352,6,1
1443422,33352,4,1
1569899,33352,3,1
1605198,33352,4,1
1880297,33352,2,0
2088715,33352,15,1
2466149,33352,8,0
325658,28632,17,1
995946,28632,5,0
1656354,28632,4,1
3326739,11432,17,0
93333,43086,9,0
195710,43086,3,1
375919,43086,20,0
502722,43086,20,0
586327,43086,16,0
632900,43086,11,0
658165,43086,3,1
679997,43086,3,1
720420,43086,6,1
865642,43086,2,1
995331,43086,5,1
1006164,43086,2,1
1082592,43086,35,0
1378233,43086,10,1
1605635,43086,4,1
1644409,43086,8,1
1849558,43086,4,1
1882212,43086,1,1
1964347,43086,2,0
2141107,43086,4,0
2226896,43086,3,1
2288341,43086,8,1
2425071,43086,13,1
2641330,43086,5,1
2654291,43086,4,1
2702198,43086,5,0
2774450,43086,3,0
2914409,43086,7,1
2956143,43086,1,0
3080773,43086,3,1
3272925,43086,4,1
593783,48953,9,0
922709,48953,6,1
1370492,48953,6,1
1464358,48953,1,0
2654850,48953,10,1
253680,36956,33,0
273954,36956,4,0
492836,36956,9,0
851423,36956,7,1
1239196,36956,6,0
1609755,36956,22,0
1654517,36956,6,1
1734410,36956,10,0
2277171,36956,1,1
2503960,36956,4,1
3072873,36956,9,1
3075358,36956,12,1
114729,14005,5,1
3375291,14005,24,1
446024,22031,3,1
2576075,22031,15,1
2893735,22031,10,0
3123768,22031,9,1
3178167,22031,2,1
441607,43379,32,0
2095745,43379,3,1
9161,26800,1,0
24905,26800,36,1
375919,26800,17,0
385159,26800,1,0
586327,26800,10,0
1009096,26800,7,0
1421353,26800,9,1
1603497,26800,8,1
2020682,26800,1,0
2212761,26800,10,0
2217787,26800,12,1
2250742,26800,7,0
2359059,26800,7,1
2387612,26800,4,1
2493331,26800,25,1
2582755,26800,15,0
2999522,26800,15,1
3177581,26800,7,1
3346760,26800,12,1
3377370,26800,12,0
150567,21872,18,1
318306,21872,11,1
342101,21872,12,1
421405,21872,10,1
462800,21872,9,1
514570,21872,7,1
528657,21872,1,1
570293,21872,17,1
654157,21872,10,1
712335,21872,12,0
810899,21872,3,0
1266840,21872,10,1
1500260,21872,1,1
1501688,21872,7,1
1598196,21872,5,0
1696927,21872,6,0
1729169,21872,20,1
1851920,21872,3,1
1960977,21872,3,0
2089187,21872,10,1
2115598,21872,18,0
2193327,21872,6,1
2249765,21872,2,1
2294140,21872,2,1
2425071,21872,12,0
2595820,21872,11,0
2781425,21872,2,1
2805377,21872,7,0
3368173,21872,9,1
2959980,24859,8,0
195949,18078,3,1
347802,18078,7,0
769639,18078,25,1
793255,18078,23,0
902115,18078,9,0
911707,18078,6,0
1006100,18078,9,0
1974000,18078,2,0
156410,39032,16,0
591075,39032,1,1
666092,39032,4,1
689008,39032,6,0
929874,39032,9,0
1798092,39032,1,0
2042795,39032,6,0
2850341,39032,9,1
3327307,39032,6,1
1613464,46526,8,1
2895000,46526,11,1
1792608,40761,2,1
2148083,40761,7,0
2170195,40761,2,1
3205076,40761,18,0
3363907,40761,1,1
3365152,40761,31,0
142658,41771,12,0
1607673,41771,1,1
2489023,35072,6,1
2525213,35072,13,0
3351802,35072,13,0
975630,38562,1,1
1754127,38562,8,1
1877854,38562,5,1
2802135,38562,13,0
3183163,15130,9,1
207178,13287,8,1
1405653,13287,1,1
1631654,13287,1,1
112828,32864,3,0
321928,32864,20,0
384572,32864,12,1
391957,32864,17,1
392568,32864,3,0
420152,32864,4,1
478571,32864,1,1
491475,32864,14,0
570293,32864,5,1
755874,32864,6,0
756801,32864,10,1
1022664,32864,11,0
1217402,32864,5,1
1221552,32864,5,1
1300467,32864,5,0
1844880,32864,3,1
1908295,32864,15,0
1930201,32864,18,1
2006958,32864,10,1
2139925,32864,20,1
2173791,32864,9,0
2409694,32864,5,0
2437820,32864,7,1
2453267,32864,5,1
2464979,32864,3,1
2485737,32864,3,1
2617885,32864,10,1
2658929,32864,6,0
2671822,32864,18,1
2949120,32864,13,1
2962450,32864,3,1
3053691,32864,10,1
3279011,32864,2,0
3347922,32864,10,1
564264,21925,8,1
765223,21925,16,0
881777,21925,5,0
988829,21925,3,0
2219886,21925,15,1
2623308,21925,7,0
3226058,21925,13,1
2255,3339,12,0
307520,3339,5,0
1185795,3339,3,0
2775288,3339,13,0
93333,27999,4,0
382687,27999,18,1
384572,27999,14,0
421405,27999,24,1
799870,27999,7,1
1367288,27999,7,0
1369487,27999,9,1
1679356,27999,13,0
2020682,27999,25,0
2893735,27999,9,0
22434,37687,6,1
309576,37687,7,1
333081,37687,4,1
424291,37687,6,0
497869,37687,1,1
528657,37687,6,1
565745,37687,10,1
590532,37687,10,1
747860,37687,3,1
768061,37687,8,1
940212,37687,1,1
956560,37687,8,1
967266,37687,9,1
971902,37687,12,1
979648,37687,3,1
1003723,37687,2,0
1011827,37687,1,1
1190656,37687,4,1
1270521,37687,1,0
1302947,37687,11,1
1401239,37687,10,0
1408798,37687,2,1
1596272,37687,14,0
1716592,37687,13,0
1750809,37687,14,0
1762779,37687,6,1
1795348,37687,18,0
1861809,37687,5,0
2034091,37687,8,0
2098045,37687,4,1
2161488,37687,7,1
2344955,37687,5,0
2409694,37687,10,0
2416945,37687,16,1
2549969,37687,4,1
2580467,37687,4,1
2581231,37687,6,0
2641330,37687,6,1
2717217,37687,1,1
2827014,37687,2,1
2847898,37687,9,1
2902291,37687,3,1
2918654,37687,3,1
2954767,37687,7,1
2959474,37687,5,1
2961950,37687,5,0
3024070,37687,2,1
3152106,37687,3,1
3216233,37687,5,1
3264900,37687,12,0
3265044,37687,5,1
3292112,37687,4,1
3296144,37687,4,1
3298187,37687,4,1
3327525,37687,3,1
3374575,37687,8,1
3390398,37687,3,1
3395682,37687,5,0
2203,39922,8,0
156410,39922,9,1
541419,39922,8,1
642838,39922,2,0
739694,39922,10,1
841603,39922,9,1
963747,39922,7,1
963933,39922,11,1
1201749,39922,14,1
1331650,39922,2,1
1366421,39922,13,0
2290630,39922,7,1
2573998,39922,3,1
2716244,39922,2,0
2891013,39922,6,0
3365152,39922,15,1
1126847,5251,18,1
6181,22849,18,0
349997,22849,8,0
564283,22849,6,1
826460,22849,30,0
868217,22849,9,1
908068,22849,8,1
984260,22849,4,0
1279738,22849,12,0
1501301,22849,3,0
1592189,22849,7,0
1704085,22849,21,0
1773253,22849,6,1
1880297,22849,8,0
2125677,22849,18,1
2146586,22849,12,0
2303749,22849,5,0
2592192,22849,9,0
2800852,22849,11,1
2850241,22849,6,1
2852916,22849,17,1
2904699,22849,1,1
3242894,22849,12,1
3258477,22849,15,1
214532,11992,7,0
600654,11992,12,0
2453267,11992,6,0
2547819,11992,17,1
2962450,11992,15,0
77926,29307,9,1
390211,29307,8,0
1164831,29307,15,0
1224175,29307,3,1
1282200,29307,13,1
1288195,29307,3,1
1613464,29307,30,1
1635892,29307,2,1
2402870,29307,5,0
2719300,29307,20,1
2801973,29307,14,0
3365152,29307,18,1
2397705,13544,6,0
497124,4855,4,1
1003034,4855,11,0
1224462,4855,3,0
2716430,4855,13,0
2785183,39646,3,0
3407325,39646,3,1
3339908,46785,1,1
1605108,40897,1,0
1766450,40897,7,1
826907,32851,3,0
1703112,32851,14,1
2173880,32851,2,1
1109727,47229,5,0
1780108,47229,21,0
1001746,20383,7,0
2796758,20383,22,1
873055,41620,6,0
392359,12254,6,1
529614,12254,14,1
1141326,12254,19,0
1658476,12254,10,1
1912345,12254,4,1
2464189,12254,4,1
3087681,12254,3,1
3140022,12254,6,0
1228626,23785,8,1
3067040,23785,8,0
451808,5130,5,1
545443,5130,7,0
2006958,5130,14,0
970047,33303,3,1
1512579,33303,7,1
1607426,33303,2,1
2130282,33303,8,0
12303,27336,3,0
204139,27336,13,0
470463,27336,12,1
549536,27336,20,1
677772,27336,18,0
695998,27336,3,0
712970,27336,5,1
956333,27336,31,0
963466,27336,2,1
965341,27336,12,1
1026142,27336,3,0
1503779,27336,13,1
1662158,27336,3,0
1883678,27336,10,0
1930201,27336,17,1
1930720,27336,29,1
2359059,27336,2,1
3069958,27336,12,0
3216233,27336,24,1
3230438,27336,17,1
3242894,27336,13,0
3309713,27336,10,1
3346760,27336,4,0
3404495,27336,1,1
1117981,22359,7,0
2058334,22359,14,1
2201210,22359,7,1
2571664,22359,7,1
395248,34949,1,1
693690,34949,9,0
2827014,34949,7,1
111708,20632,2,1
375384,20632,14,1
897300,20632,11,1
1048559,20632,3,1
1123848,20632,5,1
1415760,20632,13,1
1438750,20632,5,1
1682817,20632,1,0
2514510,20632,4,1
419022,37489,4,0
468994,37489,15,0
1063636,37489,14,1
1091555,37489,10,1
3138826,37489,6,0
391957,44717,3,1
113451,40516,8,1
217755,40516,2,1
270060,40516,1,1
306199,40516,23,0
401190,40516,27,0
751593,40516,7,0
822747,40516,4,1
1232485,40516,19,0
1483395,40516,13,1
1501437,40516,2,0
1780108,40516,20,0
1944735,40516,12,1
1960977,40516,7,0
2033627,40516,13,0
2167534,40516,23,1
2193327,40516,28,1
2335673,40516,17,0
2440693,40516,17,0
2597700,40516,4,1
2766886,40516,2,0
2804827,40516,4,0
2842764,40516,9,0
3029760,40516,19,1
3298040,40516,6,1
3380606,40516,1,0
3396472,40516,1,0
946375,18460,9,0
1521014,18460,2,1
2058653,18460,13,0
2571664,18460,4,1
2737991,18460,8,1
311469,16478,2,0
2833697,16478,14,0
2907242,16478,1,1
268988,18159,2,0
545443,18159,6,0
1860533,18159,6,1
3178167,18159,4,0
156410,41329,7,1
1082592,41329,36,0
1331650,41329,3,0
2167534,19811,11,0
1095904,18883,4,1
1129561,18883,7,1
1232278,18883,15,0
1999758,18883,21,1
2115598,18883,2,1
2212761,18883,9,0
2220104,18883,3,1
3108534,15100,6,1
3170404,15100,10,1
1113565,48907,9,1
1127353,48907,2,0
1131425,2643,6,0
2294140,2643,7,1
2573998,2643,25,1
559218,6000,17,1
564962,6000,13,1
1399243,6000,6,1
2533936,6000,7,1
3295390,6000,3,1
252470,39040,5,1
257104,39040,19,0
952189,39040,11,1
1005011,39040,11,1
1141326,39040,21,0
1186459,39040,10,1
1900065,39040,6,1
2425887,39040,19,0
3393867,39040,35,0
739119,46738,3,1
1882529,46738,6,0
2641400,46738,3,0
2767436,46738,10,0
2959474,2469,4,1
3226058,2469,14,1
1043348,29328,10,1
1257893,29328,3,0
1370492,29328,13,1
2629242,29328,10,0
2736624,29328,23,0
188680,28289,11,0
324844,28289,3,1
338028,28289,13,1
458533,28289,8,0
841000,28289,14,1
977003,28289,5,1
1071178,28289,7,1
1165952,28289,11,0
1224175,28289,13,0
1381837,28289,9,0
1468009,28289,4,1
1543152,28289,6,1
1601415,28289,4,1
1622685,28289,2,1
1766450,28289,8,1
1966286,28289,8,0
2187885,28289,1,1
2277955,28289,8,1
2290630,28289,5,1
2296203,28289,5,1
2301889,28289,3,0
2324414,28289,21,1
2368484,28289,11,1
2629242,28289,16,0
2641330,28289,11,1
2647688,28289,1,0
2654850,28289,11,1
3353727,28289,1,0
44367,21622,1,1
3323966,21622,22,1
441607,4321,7,1
865642,33342,10,1
1716963,33342,9,0
1863959,44061,11,0
546126,15592,19,1
1360782,15592,1,1
1474355,15592,6,0
1781840,15592,14,0
1860533,15592,14,1
2313424,15592,8,1
2858573,15592,6,1
473710,28248,5,1
1008024,28248,1,0
1905489,28248,11,1
2517926,28248,24,0
565745,16616,7,0
791908,16616,12,1
1548566,16616,12,1
1605836,16616,9,1
2020682,16616,20,0
2125158,16616,10,1
2267419,16616,3,1
2294140,16616,3,1
2407182,16616,6,1
2699339,16616,13,1
2998916,16616,7,0
3399818,16616,7,1
200565,38028,6,0
652153,38028,1,1
734423,38028,6,0
859963,38028,6,0
1379747,38028,2,0
2743802,38028,13,0
3275724,38028,4,1
69772,1468,26,1
395248,1468,2,1
443780,1468,25,1
463112,1468,23,0
607021,1468,16,1
858869,1468,17,0
1190656,1468,10,1
1766450,1468,9,0
2193327,1468,14,1
2702198,1468,7,0
503445,18394,6,0
712661,18394,3,1
787607,18394,10,1
1063636,18394,8,1
1899557,18394,7,1
2047493,18394,2,0
2680551,18394,3,0
2938831,18394,1,1
207527,16837,41,0
1026142,16837,8,1
1218025,16837,4,0
3309713,16837,8,1
1554553,5987,1,0
760142,20919,1,1
787607,20919,15,1
1057301,20919,3,1
1146569,20919,6,1
1228626,20919,2,1
1392941,20919,1,1
1598196,20919,8,0
1619127,20919,9,1
1846703,20919,3,1
2172533,20919,1,1
3309312,20919,16,0
2390801,41534,4,0
468994,18432,10,1
954868,18432,9,0
2989862,18432,5,1
820737,11937,14,0
1335648,11937,7,0
1591996,48785,13,0
347802,26083,8,1
159697,32465,4,1
395055,32465,3,1
787607,32465,7,1
1178442,32465,13,0
1302947,32465,8,1
1554812,32465,11,0
3368173,32465,30,1
580686,36164,6,0
919561,36164,9,0
2791092,36164,1,0
494335,23854,2,1
1288632,23854,16,1
1370492,23854,9,1
1582545,23854,13,0
457720,10151,3,0
1559993,10151,4,1
1856980,10151,3,1
2319823,10151,10,0
2623308,10151,8,0
3226058,10151,12,0
3230811,10151,2,1
3396025,10151,31,1
2187674,18879,10,1
482562,9213,5,0
798303,9213,13,1
1100738,9213,3,1
2030691,9213,16,0
3408126,9213,1,1
301462,343,10,1
618569,343,9,0
673429,343,9,0
1681558,343,13,1
1690102,343,8,1
2232815,343,22,1
2737991,343,4,1
1358305,27012,19,0
1613464,27012,9,1
1792608,27012,1,1
1964624,27012,10,1
2493331,27012,32,0
613596,19049,2,1
695998,19049,12,0
1378233,19049,4,1
1510170,19049,11,0
1864947,19049,17,1
1908295,19049,7,1
2190866,19049,11,1
2213059,19049,13,1
2315679,19049,3,0
2369585,19049,2,1
2548393,19049,5,1
2747237,19049,18,0
3365152,19049,27,1
837202,21334,4,0
1288186,21334,12,1
1733703,21334,18,0
167689,35845,4,0
1669772,35845,11,0
2077913,35845,14,0
392703,45063,8,1
638290,45063,5,0
1190656,45063,12,1
2662356,45063,3,0
2856532,45063,6,1
2904699,45063,6,1
2929675,45063,16,0
2968326,45063,5,1
3006094,45063,10,0
2990315,41383,9,0
816085,48455,5,0
3017987,48455,5,0
994468,1447,2,1
2066405,1447,5,0
2699504,1447,6,0
3062000,1447,5,1
1161833,389,5,0
2670593,389,5,0
3072723,389,34,0
475092,5819,10,1
639969,5819,12,1
800512,5819,3,0
1014353,5819,12,1
1063636,5819,21,0
143922,44410,13,1
2741679,13563,9,1
3171631,13563,17,0
168054,47145,2,1
246608,47145,5,1
1611370,47145,5,0
1838419,47145,6,1
3067040,47145,4,0
3323485,47145,2,1
2214026,12616,24,1
1167992,12069,10,1
1795681,12069,4,1
2115598,12069,19,0
1048559,8053,31,1
1151784,8053,2,1
341289,32652,1,0
513903,32652,3,1
1548566,32652,13,0
1912111,32652,16,0
2106355,32652,10,0
3093015,32652,9,0
3361879,32652,4,1
1092235,10885,7,1
1788872,10885,8,1
929874,42920,1,1
164336,5976,6,1
1591310,5976,10,1
891503,48894,9,1
1864947,48894,16,1
1933745,48894,6,0
2629242,48894,11,0
2825056,48894,3,1
2128821,41625,3,0
2903768,41625,13,1
3305433,43460,9,1
918807,26985,9,0
3322034,26985,5,1
356422,16882,1,1
385159,16882,4,0
1049761,16882,3,1
2523753,16882,3,1
3318909,16882,2,1
1095904,4947,10,1
2315172,4947,2,1
224901,15479,6,1
826460,19626,26,0
1117981,10193,5,1
2600844,10193,2,1
3093015,10193,14,1
3356174,10193,5,0
310452,12703,5,0
503445,12703,5,0
578959,12703,3,0
868128,12703,1,1
1010626,12703,2,1
1658617,12703,7,1
1900065,12703,20,1
2132162,12703,30,0
1073003,6238,16,0
1421353,6238,12,0
2451154,6238,11,0
2588121,6238,11,0
118800,5622,6,1
600940,38881,3,1
590749,5566,3,1
2352289,5566,7,1
2214026,31958,35,0
350809,9597,1,1
554031,9597,51,0
924199,9597,8,1
924545,9597,2,1
2680551,9597,4,0
1063636,6236,9,1
2116825,7379,38,0
3330723,4821,3,0
2351420,37504,10,0
